name	date published	abn	client of
Australian Livestock and Rural Transporters Association Inc	30 August 2024	16 034 545 414	Northstar Public Affairs Pty Ltd | 25 638 744 046
Australian Marine Conservation Society	2 March 2018		Jannette Cotterell | 51 364 113 263
Australian Mobile Telecommunications Association	6 February 2015	98 065 814 315	Open Spectrum Pty Ltd | 55 600 755 137
Australian Mobile Telecommunications Association (AMTA)	14 July 2023	98 065 814 315	Wireless Frequency Studio.net | 69 691 549 218
Australian Mobile Telecommunications Association (AMTA)	27 March 2023	56 078 026 507	Bourke Street Advisory | 54 075 139 609
Australian Music Therapy Association	28 November 2024	11 881 946 262	Banksia Strategic Partners Pty Ltd | 50 660 359 866
AUSTRALIAN NATIONAL UNIVERSITY	2 September 2022	52 234 063 906	CMAX Communications Pty Ltd | 73 130 740 546
Australian Nuclear	1 November 2023	85 624 329 960	The Influence Corporation Pty. Ltd. | 79 671 703 156
Australian Nursing and Midwifery Federation	1 August 2013		The Premier Communications Group Pty Ltd. | 73 137 508 555
Australian Oil	7 December 2023		The Influence Corporation Pty. Ltd. | 79 671 703 156
Australian Owned Contractors Limited	7 August 2018	27 627 838 215	GRA Partners Pty Ltd | 56 131 702 755
Australian Pathology	30 October 2019	41 052 527 634	Nexus APAC Pty Ltd | 76 615 655 699
Australian Patient Advocacy Alliance Ltd	14 July 2021	91 650 360 946	OGILVY HEALTH PTY LTD | 62 114 807 877
Australian Payments Network	3 May 2018		Advisory Street | 28 613 329 472
Australian POTS Foundation	3 February 2023	98 648 334 374	Headline Advisory Pty Ltd | 73 268 549 885
Australian Press Council	11 September 2018	13 383 369 929	Shaw Advisory Pty Ltd | 29 626 157 015
Australian Primary Health Care Nurses Association	6 December 2023	30 390 041 210	The Premier Communications Group Pty Ltd. | 73 137 508 555
Australian Private Hospitals Association	28 January 2016		Jannette Cotterell | 51 364 113 263
Australian Property Institute LTD	1 July 2021	49 007 505 866	The Trustee for Popp Family Trust | 48 697 260 710
Australian Railways	1 November 2023	85 624 329 960	The Influence Corporation Pty. Ltd. | 79 671 703 156
Australian Refineries	1 November 2023	85 624 329 960	The Influence Corporation Pty. Ltd. | 79 671 703 156
Australian Remote Operations in Space and on Earth (AROSE)	8 July 2022	70 638 965 821	Stockdale Investments Pty Ltd atf Harris Family Trust | 81 323 296 865
Australian Renderers Association	5 July 2021	93 095 899 334	Daymark Public Relations Pty Ltd | 70 737 580 108
Australian Retail Credit Association	21 June 2023	47 136 340 791	Delta Advisory Pty Limited | 70 667 068 760
AUSTRALIAN SEED FEDERATION LIMITED	4 December 2024	66 003 160 638	Counsel House Pty Ltd | 35 631 919 009
AUSTRALIAN SELF-CARE ALLIANCE LTD	13 April 2023	98 648 048 444	Precision Public Affairs Pty Ltd | 42 639 299 415
Australian Short Term Rental Accommodation Association	4 October 2022	16 164 450 471	Cornerstone Group Australia Pty Ltd | 99 153 936 719
Australian Society of Anaesthetists	12 April 2023	16 095 377 370	The Civic Partnership Pty Ltd | 71 652 574 171
Australian Society Of Ophthalmologists (ASO)	13 July 2021	29 454 001 424	Australian Society of Ophthalmologists | 29 454 001 424
AUSTRALIAN SOCIETY OF PLASTIC SURGEONS INC	6 November 2024	78 823 025 148	SAS Consulting Group Pty Ltd | 33 136 520 548
Australian Solar Group Pty Ltd	2 July 2019	59 141 480 284	Jeanes Holland and Associates Pty Ltd | 34 628 814 728
Australian Solar Thermal Energy Association Ltd	22 November 2022	79 149 005 210	Wilkinson Butler Pty Ltd | 95 164 204 111
Australian Sports Foundation Ltd	15 February 2023	27 008 613 858	Sports Hydrant Pty Ltd | 91 133 062 012
Australian Sportsd Technology Network	8 July 2018		Media and Public Affairs Australia | 49 622 979 177
Australian Steel Institute	12 April 2022	94 000 973 839	CGM Communications Pty Ltd | 66 619 642 858
Australian Stroke Alliance Ltd	11 July 2024	88 641 733 628	Salus Advisory Pty Ltd | 77 282 880 834
Australian Tobacco	1 November 2023	85 624 329 960	The Influence Corporation Pty. Ltd. | 79 671 703 156
Australian Unity	12 May 2023	23 087 648 888	Colbourne Advisory Pty Ltd | 83 665 601 892
Australian Vanadium	12 July 2024	90 116 221 740	CGM Communications Pty Ltd | 66 619 642 858
Australian Wild Game Industry Association Incorporated	5 July 2021	63 767 870 928	Daymark Public Relations Pty Ltd | 70 737 580 108
Australian Writers Guild	7 March 2022		TG Public Affairs Pty Ltd | 23 630 677 673
AUSTRALIANS FOR INDIGENOUS CONSTITUTIONAL RECOGNITION LTD	19 July 2023	70 636 542 204	Essential Media Communications | 48 074 671 462
AustralianSuper Pty Ltd	14 June 2024	94 006 457 987	Crisis&Comms Co Pty Ltd | 56 637 786 899
Ausveg Ltd	11 October 2023	25 107 507 559	PremierNational Pty Ltd | 71 619 450 841
AusVeg Ltd	11 October 2023	25 107 507 559	Premier State Consulting Pty Ltd | 26 149 964 189
Autism CRC	28 March 2023	55 162 632 180	DPG Advisory Solutions | 14 634 403 115
Auto and General Holdings Pty Ltd	13 February 2024	84 086 321 459	Willard Public Affairs Pty Limited | 17 165 851 856
Auzvolt Giga Collie Pty Ltd	14 June 2024	21 676 482 312	GRA Partners Pty Ltd | 56 131 702 755
Avalon Airport Australia Pty Ltd	28 September 2021	29 069 136 652	RedBridge Group Pty Ltd | 11 650 587 867
Avant Mutual	11 July 2024		Jannette Cotterell | 51 364 113 263
Aviation Issues Management Pty Ltd	19 December 2023	31 660 355 288	SP Maher and SL Maher | 29 560 969 499
Aviation Issues Management Pty Ltd	9 January 2024	31 660 355 288	GovTech Australia Pty Ltd | 51 673 743 890
AVID Property Group Pty Ltd	3 October 2023	81 607 963 093	BBS Communications Group Pty Ltd | 34 010 899 779
AVJENNINGS LIMITED	10 July 2024	44 004 327 771	Iemma Patterson Premier Advisory | 53 830 148 273
Avocados Australia Limited	17 December 2024	87 105 853 807	Brockwell Strategy Pty Ltd | 85 675 736 259
AWARE SUPER ITC PLATFORM PTY LTD	20 February 2024	99 662 418 653	EJF Advisory Pty Ltd | 91 659 678 047
Axon Enterprise Inc	11 December 2024		CMAX Communications Pty Ltd | 73 130 740 546
B.M UNTHANK & D UNTHANK	24 December 2024	97 923 287 660	Steven John Unthank | 20 672 864 307
Babcock Pty Ltd	26 February 2024	32 050 019 817	EJF Advisory Pty Ltd | 91 659 678 047
Babel Street Inc	11 June 2024		Stirling Advisory Pty Ltd | 65 657 724 199
Baby Bunting	12 August 2024	43 128 546 154	Antinomies Trust | 35 441 514 971
Bacchus Marsh Grammar	23 July 2020	24 128 531 078	RedBridge Group Pty Ltd | 11 650 587 867
Baidam Solutions Pty Ltd	20 July 2021	11 626 747 073	Capital Integrity Group Pty Ltd | 99 649 180 898
Bain & Company	13 May 2020	29 003 850 619	GRACosway Pty Ltd | 50 082 123 822
Bain Capital	17 April 2023	32 153 987 038	EJF Advisory Pty Ltd | 91 659 678 047
Bank of Queensland	15 July 2016		Advisory Street | 28 613 329 472
BARALABA COAL COMPANY PTY LTD	7 February 2024	42 096 909 634	Govstrat Pty Ltd | 64 964 952 044
Barathrum Energy Pty Ltd	26 July 2024	53 621 307 695	Anacta Strategies Pty Ltd | 64 633 978 677
Bardex Corporation	13 February 2023		CMAX Communications Pty Ltd | 73 130 740 546
Barings Real Estate Australia	5 April 2024	33 132 761 338	Premier State Consulting Pty Ltd | 26 149 964 189
Barings Real Estate Australia	5 April 2024	33 132 761 338	PremierNational Pty Ltd | 71 619 450 841
Basketball Australia	13 February 2024	57 072 484 998	Sports Hydrant Pty Ltd | 91 133 062 012
Bass Offshore Wind Energy Pty Ltd	14 July 2022		Font Public Relations Pty Ltd | 39 129 451 716
Baxter Healthcare Pty Ltd	23 August 2023	43 000 392 781	Nexus APAC Pty Ltd | 76 615 655 699
Bayer Australia Limited	12 December 2018	22 000 138 714	Nexus APAC Pty Ltd | 76 615 655 699
Bayer Australia Ltd (ABN 22 000 138 714)	26 April 2024	22 000 138 714	H/Advisors APA Pty Ltd | 60 074 901 545
BCI Minerals Limited	12 July 2024	21 1 206 469 24	GRA Partners Pty Ltd | 56 131 702 755
Be Our Guest Holdings Pty Ltd	23 May 2024	88 129 257 147	The Civic Partnership Pty Ltd | 71 652 574 171
Beach Energy	28 March 2023	20 007 617 969	A.GR Advisors Pty Ltd | 56 665 229 112
Beacon Events Management	12 August 2024	38 158 981 536	Antinomies Trust | 35 441 514 971
BEAM MOBILITY AUSTRALIA PTY LTD	16 September 2022	62 629 999 533	GRACosway Pty Ltd | 50 082 123 822
Beam Suntory	10 March 2020	85 003 953 357	Richardson Coutts Pty Ltd | 82 378 912 405
Beef Australia Ltd	18 July 2022	34 111 657 160	Rainmaker Strategic Planning Pty Ltd | 39 632 234 916
BEIGENE AUS PTY LTD	14 February 2024	23 164 802 037	OGILVY HEALTH PTY LTD | 62 114 807 877
BEINFORMED GROUP PTY LTD	23 March 2018	37 154 478 725	PremierNational Pty Ltd | 71 619 450 841
BEINFORMED GROUP PTY LTD	23 March 2018	37 154 478 725	Premier State Consulting Pty Ltd | 26 149 964 189
Bellberry Limited	18 December 2019		TG Public Affairs Pty Ltd | 23 630 677 673
Benchmarc Melbourne Pty Ltd	1 July 2024	66 619 651 768	Bench Advisory Pty Ltd | 83 664 390 569
Bengalla Mining Company	4 October 2016		Richardson Coutts Pty Ltd | 82 378 912 405
Bensons Property Group Pty Ltd	19 December 2024	63 063 470 833	CPR Communications & Public Relations Pty Ltd | 94 064 357 544
Bernard Nainggolan and Partners	5 March 2021		Yogya Santai Pty Ltd | 14 086 099 621
Bespoke Medical Innovations	16 June 2015		The Premier Communications Group Pty Ltd. | 73 137 508 555
bet365 Group Limited	10 September 2015	67 736 818 084	The Trustee for Arthur Trust | 63 272 133 108
Betashares Holdings Pty Ltd	10 July 2024	93 136 545 107	Hawker Britton Group Pty Ltd | 79 109 681 405
Betashares Holdings Pty Ltd	23 August 2024	93 136 545 107	Barton Deakin Pty Ltd | 65 140 067 287
Beth El	10 July 2020		Intercorp Pty Ltd | 88 327 768 518
BGC (Australia) Pty Ltd	21 September 2020	62 005 736 005	Purple Communications Australia Pty Ltd | 37 108 802 366
BHP Billiton Group	2 August 2019	49 004 028 077	GRACosway Pty Ltd | 50 082 123 822
BHP GROUP LIMITED	9 August 2022	49 004 028 077	The Trustee for Bespoke Business Trust | 86 231 566 780
BHP Pty Ltd	8 November 2024		Milner Strategic Services | 24 957 388 494
BHP PTY LTD	29 February 2024	57 071 987 669	Principle Advisory Pty Ltd | 29 657 059 848
Big Red Group Pty Ltd	13 September 2021	86 617 874 718	Advanced Outcomes | 59 719 341 477
Biocelect Pty Ltd	21 March 2021	88 168 092 171	Nexus APAC Pty Ltd | 76 615 655 699
Bioenergy Australia	13 November 2022	89 096 335 901	Headline Advisory Pty Ltd | 73 268 549 885
BIOEYE PTY LTD	1 June 2023	59 660 416 526	GRACosway Pty Ltd | 50 082 123 822
BIOGEN AUSTRALIA PTY LTD	2 September 2022	30 095 760 115	THEMA Consulting Pty Ltd | 65 121 630 813
Bio-Gene Technology	11 July 2022	32 071 735 950	Asys Consulting | 74 068 259 683
Biointelect Pty Ltd	21 March 2021	17 154 647 051	Nexus APAC Pty Ltd | 76 615 655 699
BioMarin Pharmaceutical Australia Pty. Ltd.	19 January 2021	69 159 743 496	TJ Health Comms | 64 705 249 956
Biometix	2 June 2022	28 084 921 933	ALPHA Consult Pty Ltd | 39 612 003 460
Bioregional Australia Foundation Limited	22 July 2024	41 602 727 435	McDonald, Stephen Brian | 44 912 187 867
Bioscience Managers Pty Ltd	16 September 2022	60 124 669 192	H/Advisors APA Pty Ltd | 60 074 901 545
Birdon Pty Ltd	5 October 2021	59 002 810 255	PYNE AND PARTNERS PTY LTD | 81 634 747 363
Birks Blair Athol Pharmacy Pty Ltd	17 September 2015		ED & Associates Pty Ltd | 62 141 983 324
BixeLab	2 June 2022	86 648 170 263	ALPHA Consult Pty Ltd | 39 612 003 460
Biza Pty Ltd	27 March 2024	54 624 797 655	TSB Advisory Pty Ltd | 90 604 408 826
Black Dog Institute	12 November 2024	12 115 954 197	LOVETT, GRANT RONALD | 12 356 404 750
Black Sky Aerospace Pty Ltd	23 December 2021	45 624 732 798	Burbank Martial Pty Ltd | 84 652 807 504
Blackhall Management Services LLC, T/A Shadowbox Studios	13 September 2024		SAS Consulting Group Pty Ltd | 33 136 520 548
BlackSky Holdings Inc	27 April 2022		Stirling Advisory Pty Ltd | 65 657 724 199
Blackstone Real Estate Australia Pty Ltd	3 November 2020	49 604 167 651	GRACosway Pty Ltd | 50 082 123 822
Blackstone Singapore Pte. Ltd	5 November 2020		GRACosway Pty Ltd | 50 082 123 822
Blacktown Workers' Club Limited	7 October 2022	21 000 858 006	LINDSAY COMMUNICATION PTY LTD | 37 660 108 190
BLACKTREE TECHNOLOGY PTY LTD	6 January 2022	42 612 662 905	Precision Public Affairs Pty Ltd | 42 639 299 415
BlastOne International (Aust) Pty Ltd	7 March 2023	33 605 380 149	PYNE AND PARTNERS PTY LTD | 81 634 747 363
Block	13 February 2023	36 679 446 644	SEC Newgate Pty Limited | 38 162 366 056
Bloom Energy	10 April 2024		PolicyWonks | 50 463 070 316
Bluefloat Energy Australia Holdings	13 June 2023	68 659 864 249	TG Public Affairs Pty Ltd | 23 630 677 673
Blueprint Group Australia Pty Ltd	18 July 2019	31 137 691 448	Primary Communication Partners Pty Limited | 36 617 864 347
Bluescope Steel	28 February 2024	16 000 011 058	Northstar Public Affairs Pty Ltd | 25 638 744 046
BlueScope Steel Limited	28 June 2024	16 000 011 058	SEC Newgate Pty Limited | 38 162 366 056
Blueye Eyewear Pty Limited	5 May 2021	32 097 502 871	The Trustee for Upper Limit Trust | 45 833 435 179
BOC Limited	22 June 2017	95 000 029 729	Primary Communication Partners Pty Limited | 36 617 864 347
BOC South Pacific	22 June 2017		Primary Communication Partners Pty Limited | 36 617 864 347
BOHEMIA INTERACTIVE AUSTRALIA PTY LTD	21 April 2021	27 099 083 100	CMAX Communications Pty Ltd | 73 130 740 546
Bold Futures	9 February 2023	17 661 885 721	Cornerstone Group Australia Pty Ltd | 99 153 936 719
Bolt OU	16 December 2022		FTI Consulting (Australia) Pty Ltd | 49 160 397 811
Booking.com (Australia) Pty Ltd	14 July 2021	14 130 562 097	FTI Consulting (Australia) Pty Ltd | 49 160 397 811
BOOKTOPIA PTY LTD	20 August 2024	24 096 845 126	Wilkinson Butler Pty Ltd | 95 164 204 111
Boral Limited	11 June 2024	13 008 421 761	FTI Consulting (Australia) Pty Ltd | 49 160 397 811
Boss Capital Holdings Pty Ltd	7 March 2023	27 650 061 715	Crisis&Comms Co Pty Ltd | 56 637 786 899
Boun Services Pty Ltd	7 March 2023	28 641 497 681	Crisis&Comms Co Pty Ltd | 56 637 786 899
Bouygues Constructions Australia	11 July 2024	37 144 013 801	SEC Newgate Pty Limited | 38 162 366 056
Bova Australia	8 March 2024	40 144 796 878	Jacquelynne Willcox Corporate Affairs | 75 455 281 489
BOWEL CANCER & DIGESTIVE RESEARCH INSTITUTE AUSTRALIA	18 July 2022	11 146 804 668	OGILVY HEALTH PTY LTD | 62 114 807 877
Bowen Coking Coal	4 August 2022	72 064 874 620	Milner Strategic Services | 24 957 388 494
Bowen Coking Coal Limited	21 March 2023	72 064 874 620	GR CONNECT PTY LTD | 40 657 487 146
Boys To The Bush	16 February 2021	87 617 085 766	CT GROUP (AUSTRALIA) PTY LTD | 58 101 934 454
BP Australia	2 August 2024	53 004 085 616	SEC Newgate Pty Limited | 38 162 366 056
Brady Corporation	8 July 2018		Media and Public Affairs Australia | 49 622 979 177
Brett Watson	26 November 2020	18 661 140 374	Gregory Robert Male
Brimbank City Council	2 June 2022	35 915 117 478	RedBridge Group Pty Ltd | 11 650 587 867
British American Tobacco	16 May 2024	96 000 151 100	JPG Advisory | 95 646 954 574
Broadcast Operations Pty Ltd	21 March 2011	93 000 266 624	GIMC Consulting | 41 317 956 923
BROOKVALE ENERGY PTY LTD	16 July 2024	95 640 973 075	Easson, Louise Alexander | 12 419 393 633
Brown-Forman Australia Pty Ltd	31 May 2024	87 000 064 086	Bondi Partners Advocacy Pty Ltd | 68 661 609 329
BSA Business Software Alliance Inc	5 October 2018		SEC Newgate Pty Limited | 38 162 366 056
BSA Limited	21 August 2023	50 088 412 748	GRACosway Pty Ltd | 50 082 123 822
Bubs Australia Ltd	6 October 2023	63 060 094 742	Daymark Public Relations Pty Ltd | 70 737 580 108
Buddybet Pty Ltd	8 February 2022	40 617 859 953	PRX Unit Trust | 71 595 434 578
Bug Wolf Pty Ltd	18 June 2024	13 151 896 721	Tech GTM Pty Ltd | 60 166 530 365
Building 4.0 CRC LTD	12 September 2023	67 639 635 224	Mac Dermott Consultants | 32 592 416 770
BUILT PTY LIMITED	23 March 2018	24 083 928 045	PremierNational Pty Ltd | 71 619 450 841
BUILT PTY LIMITED	7 October 2022	24 083 928 045	Rapport Public Affairs | 49 932 898 613
BUILT PTY LIMITED	17 November 2022	24 083 928 045	York Park Group Pty Ltd | 49 642 775 577
Built Pty Ltd	23 March 2018	24 083 928 045	Premier State Consulting Pty Ltd | 26 149 964 189
Bunnings Group Limited	3 September 2024	26 008 672 179	Barton Deakin Pty Ltd | 65 140 067 287
BUNNINGS GROUP LIMITED	4 September 2024	26 008 672 179	Hawker Britton Group Pty Ltd | 79 109 681 405
Bureau Van Dijk Electronic Publishing Pty Limited	30 January 2020	38 169 036 417	The Trustee for CHIKAROVSKI FAMILY TRUST | 92 715 851 492
Burke Shire Council	16 March 2023	14 130 592 645	Mission Consulting Solutions | 32 660 516 974
Buru Energy Limited	27 November 2023	71 130 651 437	Corporate Affairs Australia Pty Ltd | 87 629 216 262
Bus Association of Victoria	4 October 2022		CPI Strategic Pty Ltd | 47 139 102 891
BusVic	4 October 2022		CPI Strategic Pty Ltd | 47 139 102 891
BUSY at Work	19 April 2012		SAS Consulting Group Pty Ltd | 33 136 520 548
Butterfly Foundation	25 September 2024	42 102 193 582	London Agency Pty Ltd | 73 145 352 147
BXTAccelyon Australia Pty Ltd	8 November 2017		Wurley Group Pty Ltd | 13 100 392 827
C.P Merchandising Co. Ltd	20 January 2022	90 152 033 460	Bill Forwood | 86 608 874 597
C2 ROBOTICS PTY LTD	19 August 2024	28 639 639 179	EJF Advisory Pty Ltd | 91 659 678 047
C5	2 March 2023	98 160 158 681	Making The World A Better Place Pty Ltd | 13 075 789 196
CabiT	8 July 2018		Media and Public Affairs Australia | 49 622 979 177
CAE	17 July 2020	16 066 670 522	GCB STRATOS CONSULTING PTY LTD | 36 608 484 920
CAE AUSTRALIA PTY LTD	7 February 2024	16 066 670 522	Precision Public Affairs Pty Ltd | 42 639 299 415
Calcorp Services Pty Ltd	17 December 2013		Cornerstone Group Australia Pty Ltd | 99 153 936 719
Cambridge Boxhill Language Assessment Pty Ltd as trustee for Cambridge Boxhill Language Assessment Unit Trust	12 August 2022	51 988 559 414	Counsel House Pty Ltd | 35 631 919 009
Cambridge Weight Plan	8 July 2018		Media and Public Affairs Australia | 49 622 979 177
Camm Agricultural Group	17 July 2024		Rainmaker Strategic Planning Pty Ltd | 39 632 234 916
Camp Australia Proprietary Limited	13 March 2020	96 060 703 120	GRACosway Pty Ltd | 50 082 123 822
CAMP QUALITY LIMITED	2 October 2024	87 052 097 720	Jo Scard Pty Ltd | 29 145 634 224
Camplify Co	11 July 2024	86 603 217 287	TG Public Affairs Pty Ltd | 23 630 677 673
Canberra Consulting	9 February 2018		Sports Hydrant Pty Ltd | 91 133 062 012
Canberra Consulting Pty Ltd	9 January 2024	57 139 224 436	GovTech Australia Pty Ltd | 51 673 743 890
Cancer Council Australia	8 November 2021	91 130 793 725	OGILVY HEALTH PTY LTD | 62 114 807 877
CANCER NURSES SOCIETY OF AUSTRALIA LTD.	14 February 2024	98 781 699 178	OGILVY HEALTH PTY LTD | 62 114 807 877
Cancer Patients Foundation Limited	23 April 2024	80 051 758 368	Jo Scard Pty Ltd | 29 145 634 224
CANCERAID PTY LTD	14 February 2024	75 607 610 257	Kestrel Brook | 89 628 361 186
Cannon-Brookes Services Pty Limited	7 June 2024	34 616 170 542	Hawker Britton Group Pty Ltd | 79 109 681 405
CAPEC	7 March 2022		GRACosway Pty Ltd | 50 082 123 822
Capital Farms	1 November 2023	85 624 329 960	The Influence Corporation Pty. Ltd. | 79 671 703 156
